year,cantons,costs_chf,cost_status_label,canton_code,canton_label,population,population_share_66_plus,premium_mean_monthly,premium_median_monthly,insurer_product_count,cost_per_capita,annual_premium_median,annual_premium_mean,premium_to_cost_ratio,cost_status_group,z_cost_per_capita,z_age_66_share,z_premium_median,belastungsindex,belastungsindex_rank_within_year,premium_cost_gap_z
2016,Jura,731084000.0,,JU,Jura,73122,0.1902437023057356,472.48625000000004,460.0,40,9998.140094636361,5520.0,5669.835000000001,0.5521026858746738,,1.0555227234031879,0.9107616579833014,0.7724453276817744,0.9413250548468686,4.0,-0.28307739572141344
2016,Luzern,3241601000.0,,LU,Luzern,403397,0.1616546479026864,384.6196296296296,381.2,135,8035.75881823613,4574.4,4615.435555555556,0.569255511952273,,-0.7653663254293446,-0.8183240027249161,-0.5003693801532878,-0.7150043922990019,20.0,0.2649969452760568
2016,Neuchâtel,1757304000.0,,NE,Neuchâtel,178567,0.1764659763562136,499.8038461538461,490.0,39,9841.14646043222,5880.0,5997.6461538461535,0.5974913617677988,,0.9098486932355463,0.07747532256868468,1.2570194550301483,0.7469293724841384,6.0,0.34717076179460205
2016,Nidwalden,318274000.0,,NW,Nidwalden,42556,0.1831234138546855,342.18152173913046,336.45,46,7478.945389604286,4037.3999999999996,4106.178260869566,0.5398354700666721,,-1.2820322183584172,0.4801217184019512,-1.2231924534479455,-0.7386760961026887,21.0,0.058839764910471715
2016,Obwalden,295414000.0,,OW,Obwalden,37378,0.1675584568462732,353.87,355.0,45,7903.419123548611,4260.0,4246.4400000000005,0.539007223760553,,-0.8881640221258734,-0.46125757989044447,-0.9235641180375341,-0.76894211343316,22.0,-0.03540009591166071
2016,St. Gallen,4230937000.0,,SG,St. Gallen,502552,0.1666195736958563,389.4217391304348,387.45,138,8418.903914420796,4649.4,4673.060869565217,0.5522571640277318,,-0.4098468766113581,-0.5180418781599695,-0.39941643695570994,-0.43969776716202946,16.0,0.01043043965564816
2016,Schaffhausen,774793000.0,,SH,Schaffhausen,80769,0.1952605578873082,412.4797619047619,413.5,84,9592.702645817084,4962.0,4949.757142857143,0.5172681967957893,,0.6793182521213018,1.214184531844285,0.0213554302917949,0.6752874305808201,8.0,-0.6579628218295069
2016,Solothurn,2450369000.0,,SO,Solothurn,269441,0.1798798252678694,412.60333333333335,412.0,45,9094.26924632851,4944.0,4951.24,0.5436390617086652,,0.21682305324435772,0.2839472512218683,-0.0028732760756237942,0.1820362303076155,10.0,-0.2196963293199815
2016,Schwyz,1249592000.0,,SZ,Schwyz,155863,0.1604229355267125,377.6627659574468,370.15,47,8017.245914681483,4441.799999999999,4531.953191489361,0.5540306543255719,,-0.782544405831022,-0.8928188138294832,-0.6788541837266057,-0.7897041727044564,23.0,0.10369022210441636
2016,Thurgau,2215335000.0,,TG,Thurgau,270709,0.159189387866676,388.5220930232558,383.0,43,8183.455297016353,4596.0,4662.26511627907,0.5616209575526953,,-0.6283191042820995,-0.9674246241756205,-0.4712949325123852,-0.6907947173077271,19.0,0.15702417176971428
2016,Ticino,3429360000.0,,TI,Ticino,354375,0.2087252204585538,458.808125,451.05,80,9677.20634920635,5412.6,5505.6975,0.5593143108335082,,0.7577290431015171,2.0285365789596415,0.627880713022843,1.1065092213392858,3.0,-0.12984833007867413
2016,Uri,277411000.0,,UR,Uri,36145,0.1851708396735371,357.17826086956524,354.2,46,7674.948125605201,4250.4,4286.139130434783,0.5538017886817753,,-1.100161732832805,0.6039514392045562,-0.9364860947668243,-0.5480088717051015,17.0,0.16367563806598073
