year,canton_label,cantons,age_label,age,cost_raw,mult,cost_status_label,cost_status,costs_chf
2024,20,Thurgau,Y16T20,16-20 years,76.889,6,,,76889000.0
2011,21,Ticino,Y16T20,16-20 years,64.204,6,,,64203999.99999999
2012,21,Ticino,Y16T20,16-20 years,65.754,6,,,65754000.00000001
2013,21,Ticino,Y16T20,16-20 years,69.177,6,,,69177000.0
2014,21,Ticino,Y16T20,16-20 years,72.538,6,,,72538000.0
2015,21,Ticino,Y16T20,16-20 years,74.424,6,,,74424000.0
2016,21,Ticino,Y16T20,16-20 years,76.404,6,,,76404000.0
2017,21,Ticino,Y16T20,16-20 years,80.475,6,,,80475000.0
2018,21,Ticino,Y16T20,16-20 years,82.562,6,,,82562000.0
2019,21,Ticino,Y16T20,16-20 years,86.301,6,,,86301000.0
2020,21,Ticino,Y16T20,16-20 years,83.414,6,,,83414000.0
2021,21,Ticino,Y16T20,16-20 years,95.414,6,,,95414000.0
2022,21,Ticino,Y16T20,16-20 years,90.323,6,,,90323000.0
2023,21,Ticino,Y16T20,16-20 years,92.41,6,,,92410000.0
2024,21,Ticino,Y16T20,16-20 years,94.479,6,,,94479000.0
2011,22,Vaud,Y16T20,16-20 years,153.725,6,,,153725000.0
2012,22,Vaud,Y16T20,16-20 years,155.954,6,,,155954000.0
2013,22,Vaud,Y16T20,16-20 years,162.144,6,,,162144000.0
2014,22,Vaud,Y16T20,16-20 years,171.341,6,,,171341000.0
2015,22,Vaud,Y16T20,16-20 years,178.98,6,,,178980000.0
2016,22,Vaud,Y16T20,16-20 years,182.698,6,,,182698000.0
2017,22,Vaud,Y16T20,16-20 years,192.028,6,,,192028000.0
2018,22,Vaud,Y16T20,16-20 years,201.073,6,,,201073000.0
2019,22,Vaud,Y16T20,16-20 years,207.771,6,,,207771000.0
2020,22,Vaud,Y16T20,16-20 years,214.135,6,,,214135000.0
2021,22,Vaud,Y16T20,16-20 years,241.173,6,,,241173000.0
2022,22,Vaud,Y16T20,16-20 years,255.387,6,,,255387000.0
2023,22,Vaud,Y16T20,16-20 years,256.318,6,,,256317999.99999997
2024,22,Vaud,Y16T20,16-20 years,275.189,6,,,275189000.0
2011,23,Valais,Y16T20,16-20 years,71.224,6,,,71224000.0
2012,23,Valais,Y16T20,16-20 years,74.969,6,,,74969000.0
2013,23,Valais,Y16T20,16-20 years,78.17,6,,,78170000.0
2014,23,Valais,Y16T20,16-20 years,78.431,6,,,78431000.0
2015,23,Valais,Y16T20,16-20 years,78.438,6,,,78438000.0
2016,23,Valais,Y16T20,16-20 years,79.69,6,,,79690000.0
2017,23,Valais,Y16T20,16-20 years,82.423,6,,,82423000.0
2018,23,Valais,Y16T20,16-20 years,83.523,6,,,83523000.0
2019,23,Valais,Y16T20,16-20 years,81.926,6,,,81926000.0
2020,23,Valais,Y16T20,16-20 years,91.641,6,,,91641000.0
2021,23,Valais,Y16T20,16-20 years,87.784,6,,,87784000.0
2022,23,Valais,Y16T20,16-20 years,89.118,6,,,89118000.0
2023,23,Valais,Y16T20,16-20 years,87.667,6,,,87667000.0
2024,23,Valais,Y16T20,16-20 years,82.527,6,,,82527000.0
2011,24,Neuchâtel,Y16T20,16-20 years,35.827,6,,,35827000.0
2012,24,Neuchâtel,Y16T20,16-20 years,35.311,6,,,35311000.0
2013,24,Neuchâtel,Y16T20,16-20 years,37.276,6,,,37276000.0
2014,24,Neuchâtel,Y16T20,16-20 years,38.002,6,,,38002000.0
2015,24,Neuchâtel,Y16T20,16-20 years,39.45,6,,,39450000.0
2016,24,Neuchâtel,Y16T20,16-20 years,41.336,6,,,41336000.0
2017,24,Neuchâtel,Y16T20,16-20 years,42.562,6,,,42562000.0
2018,24,Neuchâtel,Y16T20,16-20 years,43.768,6,,,43768000.0
2019,24,Neuchâtel,Y16T20,16-20 years,45.308,6,,,45308000.0
2020,24,Neuchâtel,Y16T20,16-20 years,43.886,6,,,43886000.0
2021,24,Neuchâtel,Y16T20,16-20 years,49.177,6,,,49177000.0
2022,24,Neuchâtel,Y16T20,16-20 years,54.26,6,,,54260000.0
2023,24,Neuchâtel,Y16T20,16-20 years,52.622,6,,,52622000.0
2024,24,Neuchâtel,Y16T20,16-20 years,55.063,6,,,55063000.0
2011,25,Genève,Y16T20,16-20 years,109.81,6,,,109810000.0
2012,25,Genève,Y16T20,16-20 years,115.271,6,,,115271000.0
2013,25,Genève,Y16T20,16-20 years,118.372,6,,,118372000.0
2014,25,Genève,Y16T20,16-20 years,120.132,6,,,120132000.0
2015,25,Genève,Y16T20,16-20 years,125.497,6,,,125497000.0
2016,25,Genève,Y16T20,16-20 years,132.356,6,,,132356000.0
2017,25,Genève,Y16T20,16-20 years,136.296,6,,,136296000.0
2018,25,Genève,Y16T20,16-20 years,134.516,6,,,134516000.0
2019,25,Genève,Y16T20,16-20 years,142.225,6,,,142225000.0
2020,25,Genève,Y16T20,16-20 years,150.691,6,,,150691000.0
2021,25,Genève,Y16T20,16-20 years,166.876,6,,,166876000.0
2022,25,Genève,Y16T20,16-20 years,169.128,6,,,169128000.0
2023,25,Genève,Y16T20,16-20 years,162.183,6,,,162183000.0
2024,25,Genève,Y16T20,16-20 years,171.681,6,,,171681000.0
2011,26,Jura,Y16T20,16-20 years,12.216,6,,,12216000.0
2012,26,Jura,Y16T20,16-20 years,12.469,6,,,12469000.0
2013,26,Jura,Y16T20,16-20 years,12.42,6,,,12420000.0
2014,26,Jura,Y16T20,16-20 years,13.002,6,,,13002000.0
2015,26,Jura,Y16T20,16-20 years,13.901,6,,,13901000.0
2016,26,Jura,Y16T20,16-20 years,14.083,6,,,14083000.0
2017,26,Jura,Y16T20,16-20 years,15.368,6,,,15368000.0
2018,26,Jura,Y16T20,16-20 years,16.467,6,,,16466999.999999998
2019,26,Jura,Y16T20,16-20 years,15.621,6,,,15621000.0
2020,26,Jura,Y16T20,16-20 years,16.088,6,,,16088000.000000002
2021,26,Jura,Y16T20,16-20 years,20.235,6,,,20235000.0
2022,26,Jura,Y16T20,16-20 years,20.007,6,,,20007000.0
2023,26,Jura,Y16T20,16-20 years,17.295,6,,,17295000.0
2024,26,Jura,Y16T20,16-20 years,18.105,6,,,18105000.0
2011,_T,Total,Y21T25,21-25 years,1942.362,6,,,1942362000.0
2012,_T,Total,Y21T25,21-25 years,2009.497,6,,,2009497000.0
2013,_T,Total,Y21T25,21-25 years,2097.336,6,,,2097335999.9999998
2014,_T,Total,Y21T25,21-25 years,2122.454,6,,,2122454000.0000002
2015,_T,Total,Y21T25,21-25 years,2143.661,6,,,2143661000.0
2016,_T,Total,Y21T25,21-25 years,2207.785,6,,,2207785000.0
2017,_T,Total,Y21T25,21-25 years,2253.197,6,,,2253197000.0
2018,_T,Total,Y21T25,21-25 years,2254.295,6,,,2254295000.0
2019,_T,Total,Y21T25,21-25 years,2268.562,6,,,2268562000.0
2020,_T,Total,Y21T25,21-25 years,2322.179,6,,,2322179000.0
2021,_T,Total,Y21T25,21-25 years,2583.372,6,,,2583372000.0
2022,_T,Total,Y21T25,21-25 years,2617.672,6,,,2617672000.0
2023,_T,Total,Y21T25,21-25 years,2559.613,6,,,2559613000.0
2024,_T,Total,Y21T25,21-25 years,2558.49,6,,,2558490000.0
2011,1,Zürich,Y21T25,21-25 years,339.109,6,,,339109000.0
2012,1,Zürich,Y21T25,21-25 years,349.076,6,,,349076000.0
2013,1,Zürich,Y21T25,21-25 years,370.333,6,,,370333000.0
2014,1,Zürich,Y21T25,21-25 years,371.659,6,,,371659000.0
2015,1,Zürich,Y21T25,21-25 years,376.338,6,,,376338000.0
2016,1,Zürich,Y21T25,21-25 years,386.08,6,,,386080000.0
2017,1,Zürich,Y21T25,21-25 years,395.575,6,,,395575000.0
2018,1,Zürich,Y21T25,21-25 years,396.045,6,,,396045000.0
2019,1,Zürich,Y21T25,21-25 years,393.217,6,,,393217000.0
2020,1,Zürich,Y21T25,21-25 years,400.851,6,,,400851000.0
2021,1,Zürich,Y21T25,21-25 years,443.648,6,,,443648000.0
2022,1,Zürich,Y21T25,21-25 years,459.886,6,,,459886000.0
2023,1,Zürich,Y21T25,21-25 years,442.747,6,,,442747000.0
2024,1,Zürich,Y21T25,21-25 years,446.099,6,,,446099000.0
2011,2,Bern,Y21T25,21-25 years,249.088,6,,,249088000.0
2012,2,Bern,Y21T25,21-25 years,256.948,6,,,256947999.99999997
2013,2,Bern,Y21T25,21-25 years,265.719,6,,,265719000.0
2014,2,Bern,Y21T25,21-25 years,265.042,6,,,265041999.99999997
2015,2,Bern,Y21T25,21-25 years,273.23,6,,,273230000.0
2016,2,Bern,Y21T25,21-25 years,277.637,6,,,277637000.0
2017,2,Bern,Y21T25,21-25 years,283.383,6,,,283383000.0
2018,2,Bern,Y21T25,21-25 years,288.364,6,,,288364000.0
2019,2,Bern,Y21T25,21-25 years,284.02,6,,,284020000.0
2020,2,Bern,Y21T25,21-25 years,288.996,6,,,288996000.0
2021,2,Bern,Y21T25,21-25 years,330.885,6,,,330885000.0
2022,2,Bern,Y21T25,21-25 years,321.898,6,,,321898000.0
2023,2,Bern,Y21T25,21-25 years,318.329,6,,,318329000.0
2024,2,Bern,Y21T25,21-25 years,318.899,6,,,318899000.0
2011,3,Luzern,Y21T25,21-25 years,96.002,6,,,96002000.0
2012,3,Luzern,Y21T25,21-25 years,98.514,6,,,98514000.0
2013,3,Luzern,Y21T25,21-25 years,102.19,6,,,102190000.0
2014,3,Luzern,Y21T25,21-25 years,101.286,6,,,101286000.0
2015,3,Luzern,Y21T25,21-25 years,102.505,6,,,102505000.0
2016,3,Luzern,Y21T25,21-25 years,105.127,6,,,105127000.0
2017,3,Luzern,Y21T25,21-25 years,105.475,6,,,105475000.0
2018,3,Luzern,Y21T25,21-25 years,98.368,6,,,98368000.0
2019,3,Luzern,Y21T25,21-25 years,103.41,6,,,103410000.0
2020,3,Luzern,Y21T25,21-25 years,107.382,6,,,107382000.0
2021,3,Luzern,Y21T25,21-25 years,117.997,6,,,117997000.0
2022,3,Luzern,Y21T25,21-25 years,118.567,6,,,118567000.0
2023,3,Luzern,Y21T25,21-25 years,107.419,6,,,107419000.0
2024,3,Luzern,Y21T25,21-25 years,110.062,6,,,110062000.0
2011,4,Uri,Y21T25,21-25 years,8.032,6,,,8032000.0
2012,4,Uri,Y21T25,21-25 years,8.149,6,,,8148999.999999999
2013,4,Uri,Y21T25,21-25 years,10.71,6,,,10710000.0
2014,4,Uri,Y21T25,21-25 years,10.512,6,,,10512000.0
2015,4,Uri,Y21T25,21-25 years,10.642,6,,,10642000.0
2016,4,Uri,Y21T25,21-25 years,10.86,6,,,10860000.0
2017,4,Uri,Y21T25,21-25 years,10.314,6,,,10314000.0
2018,4,Uri,Y21T25,21-25 years,9.759,6,,,9759000.0
2019,4,Uri,Y21T25,21-25 years,8.664,6,,,8664000.0
2020,4,Uri,Y21T25,21-25 years,9.664,6,,,9664000.0
2021,4,Uri,Y21T25,21-25 years,9.682,6,,,9682000.0
2022,4,Uri,Y21T25,21-25 years,7.866,6,,,7866000.0
2023,4,Uri,Y21T25,21-25 years,7.543,6,,,7543000.0
2024,4,Uri,Y21T25,21-25 years,6.74,6,,,6740000.0
2011,5,Schwyz,Y21T25,21-25 years,33.458,6,,,33458000.0
2012,5,Schwyz,Y21T25,21-25 years,33.977,6,,,33977000.0
2013,5,Schwyz,Y21T25,21-25 years,35.362,6,,,35362000.0
2014,5,Schwyz,Y21T25,21-25 years,35.453,6,,,35453000.0
2015,5,Schwyz,Y21T25,21-25 years,36.036,6,,,36036000.0
2016,5,Schwyz,Y21T25,21-25 years,37.111,6,,,37111000.0
2017,5,Schwyz,Y21T25,21-25 years,38.441,6,,,38441000.0
2018,5,Schwyz,Y21T25,21-25 years,38.766,6,,,38766000.0
2019,5,Schwyz,Y21T25,21-25 years,37.541,6,,,37541000.0
2020,5,Schwyz,Y21T25,21-25 years,39.945,6,,,39945000.0
2021,5,Schwyz,Y21T25,21-25 years,42.485,6,,,42485000.0
2022,5,Schwyz,Y21T25,21-25 years,40.724,6,,,40724000.0
2023,5,Schwyz,Y21T25,21-25 years,38.73,6,,,38730000.0
2024,5,Schwyz,Y21T25,21-25 years,35.14,6,,,35140000.0
2011,6,Obwalden,Y21T25,21-25 years,7.157,6,,,7157000.0
2012,6,Obwalden,Y21T25,21-25 years,7.639,6,,,7639000.0
2013,6,Obwalden,Y21T25,21-25 years,8.008,6,,,8007999.999999999
2014,6,Obwalden,Y21T25,21-25 years,7.737,6,,,7737000.0
2015,6,Obwalden,Y21T25,21-25 years,7.928,6,,,7928000.0
2016,6,Obwalden,Y21T25,21-25 years,7.79,6,,,7790000.0
2017,6,Obwalden,Y21T25,21-25 years,7.789,6,,,7789000.0
2018,6,Obwalden,Y21T25,21-25 years,9.164,6,,,9164000.0
2019,6,Obwalden,Y21T25,21-25 years,9.042,6,,,9042000.0
2020,6,Obwalden,Y21T25,21-25 years,9.466,6,,,9466000.0
2021,6,Obwalden,Y21T25,21-25 years,12.076,6,,,12076000.0
2022,6,Obwalden,Y21T25,21-25 years,11.39,6,,,11390000.0
2023,6,Obwalden,Y21T25,21-25 years,9.239,6,,,9239000.0
2024,6,Obwalden,Y21T25,21-25 years,9.216,6,,,9216000.0
2011,7,Nidwalden,Y21T25,21-25 years,8.751,6,,,8751000.0
2012,7,Nidwalden,Y21T25,21-25 years,8.638,6,,,8638000.0
2013,7,Nidwalden,Y21T25,21-25 years,8.706,6,,,8706000.0
2014,7,Nidwalden,Y21T25,21-25 years,8.783,6,,,8783000.0
2015,7,Nidwalden,Y21T25,21-25 years,9.198,6,,,9198000.0
2016,7,Nidwalden,Y21T25,21-25 years,9.427,6,,,9427000.0
2017,7,Nidwalden,Y21T25,21-25 years,9.752,6,,,9752000.0
2018,7,Nidwalden,Y21T25,21-25 years,9.676,6,,,9676000.0
2019,7,Nidwalden,Y21T25,21-25 years,10.412,6,,,10412000.0
2020,7,Nidwalden,Y21T25,21-25 years,10.212,6,,,10212000.0
2021,7,Nidwalden,Y21T25,21-25 years,11.739,6,,,11739000.0
2022,7,Nidwalden,Y21T25,21-25 years,11.162,6,,,11162000.0
2023,7,Nidwalden,Y21T25,21-25 years,10.808,6,,,10808000.0
2024,7,Nidwalden,Y21T25,21-25 years,10.812,6,,,10812000.0
2011,8,Glarus,Y21T25,21-25 years,11.59,6,,,11590000.0
2012,8,Glarus,Y21T25,21-25 years,11.165,6,,,11165000.0
2013,8,Glarus,Y21T25,21-25 years,10.577,6,,,10577000.0
2014,8,Glarus,Y21T25,21-25 years,10.465,6,,,10465000.0
2015,8,Glarus,Y21T25,21-25 years,11.658,6,,,11658000.0
2016,8,Glarus,Y21T25,21-25 years,11.646,6,,,11646000.0
2017,8,Glarus,Y21T25,21-25 years,11.019,6,,,11019000.0
2018,8,Glarus,Y21T25,21-25 years,13.679,6,,,13679000.0
2019,8,Glarus,Y21T25,21-25 years,15.911,6,,,15911000.0
2020,8,Glarus,Y21T25,21-25 years,12.001,6,,,12001000.0
2021,8,Glarus,Y21T25,21-25 years,13.877,6,,,13877000.0
2022,8,Glarus,Y21T25,21-25 years,14.826,6,,,14826000.0
2023,8,Glarus,Y21T25,21-25 years,12.46,6,,,12460000.0
2024,8,Glarus,Y21T25,21-25 years,12.916,6,,,12916000.0
2011,9,Zug,Y21T25,21-25 years,19.692,6,,,19692000.0
2012,9,Zug,Y21T25,21-25 years,20.856,6,,,20856000.0
2013,9,Zug,Y21T25,21-25 years,21.16,6,,,21160000.0
2014,9,Zug,Y21T25,21-25 years,22.479,6,,,22479000.0
2015,9,Zug,Y21T25,21-25 years,22.724,6,,,22724000.0
2016,9,Zug,Y21T25,21-25 years,24.144,6,,,24144000.0
2017,9,Zug,Y21T25,21-25 years,24.543,6,,,24543000.0
2018,9,Zug,Y21T25,21-25 years,26.038,6,,,26038000.0
2019,9,Zug,Y21T25,21-25 years,25.086,6,,,25086000.0
2020,9,Zug,Y21T25,21-25 years,26.467,6,,,26467000.0
2021,9,Zug,Y21T25,21-25 years,29.879,6,,,29879000.0
2022,9,Zug,Y21T25,21-25 years,31.031,6,,,31031000.0
2023,9,Zug,Y21T25,21-25 years,30.931,6,,,30931000.0
2024,9,Zug,Y21T25,21-25 years,31.258,6,,,31258000.0
2011,10,Fribourg,Y21T25,21-25 years,66.198,6,,,66197999.99999999
2012,10,Fribourg,Y21T25,21-25 years,69.841,6,,,69841000.0
2013,10,Fribourg,Y21T25,21-25 years,75.291,6,,,75291000.0
2014,10,Fribourg,Y21T25,21-25 years,76.294,6,,,76294000.0
2015,10,Fribourg,Y21T25,21-25 years,78.33,6,,,78330000.0
2016,10,Fribourg,Y21T25,21-25 years,79.686,6,,,79686000.0
2017,10,Fribourg,Y21T25,21-25 years,81.844,6,,,81844000.0
2018,10,Fribourg,Y21T25,21-25 years,82.436,6,,,82436000.0
2019,10,Fribourg,Y21T25,21-25 years,83.032,6,,,83032000.0
2020,10,Fribourg,Y21T25,21-25 years,85.423,6,,,85423000.0
2021,10,Fribourg,Y21T25,21-25 years,98.683,6,,,98683000.0
2022,10,Fribourg,Y21T25,21-25 years,102.036,6,,,102036000.0
2023,10,Fribourg,Y21T25,21-25 years,102.827,6,,,102827000.0
2024,10,Fribourg,Y21T25,21-25 years,102.792,6,,,102792000.0
2011,11,Solothurn,Y21T25,21-25 years,62.01,6,,,62010000.0
2012,11,Solothurn,Y21T25,21-25 years,63.662,6,,,63662000.0
2013,11,Solothurn,Y21T25,21-25 years,66.923,6,,,66923000.0
2014,11,Solothurn,Y21T25,21-25 years,67.758,6,,,67758000.0
2015,11,Solothurn,Y21T25,21-25 years,69.581,6,,,69581000.0
2016,11,Solothurn,Y21T25,21-25 years,77.631,6,,,77631000.0
2017,11,Solothurn,Y21T25,21-25 years,73.866,6,,,73866000.0
2018,11,Solothurn,Y21T25,21-25 years,73.68,6,,,73680000.0
2019,11,Solothurn,Y21T25,21-25 years,74.304,6,,,74304000.0
2020,11,Solothurn,Y21T25,21-25 years,76.834,6,,,76834000.0
2021,11,Solothurn,Y21T25,21-25 years,84.561,6,,,84561000.0
2022,11,Solothurn,Y21T25,21-25 years,81.691,6,,,81691000.0
2023,11,Solothurn,Y21T25,21-25 years,80.99,6,,,80990000.0
2024,11,Solothurn,Y21T25,21-25 years,79.824,6,,,79824000.0
2011,12,Basel-Stadt,Y21T25,21-25 years,55.942,6,,,55942000.0
2012,12,Basel-Stadt,Y21T25,21-25 years,57.493,6,,,57493000.0
2013,12,Basel-Stadt,Y21T25,21-25 years,57.483,6,,,57483000.0
2014,12,Basel-Stadt,Y21T25,21-25 years,57.807,6,,,57807000.0
2015,12,Basel-Stadt,Y21T25,21-25 years,60.038,6,,,60038000.0
2016,12,Basel-Stadt,Y21T25,21-25 years,60.433,6,,,60433000.0
2017,12,Basel-Stadt,Y21T25,21-25 years,61.672,6,,,61672000.0
2018,12,Basel-Stadt,Y21T25,21-25 years,60.425,6,,,60425000.0
2019,12,Basel-Stadt,Y21T25,21-25 years,63.696,6,,,63696000.0
2020,12,Basel-Stadt,Y21T25,21-25 years,62.916,6,,,62916000.0
2021,12,Basel-Stadt,Y21T25,21-25 years,69.413,6,,,69413000.0
2022,12,Basel-Stadt,Y21T25,21-25 years,64.427,6,,,64427000.00000001
2023,12,Basel-Stadt,Y21T25,21-25 years,64.477,6,,,64477000.00000001
2024,12,Basel-Stadt,Y21T25,21-25 years,64.3,6,,,64300000.0
2011,13,Basel-Landschaft,Y21T25,21-25 years,68.615,6,,,68615000.0
2012,13,Basel-Landschaft,Y21T25,21-25 years,73.455,6,,,73455000.0
2013,13,Basel-Landschaft,Y21T25,21-25 years,76.729,6,,,76729000.0
2014,13,Basel-Landschaft,Y21T25,21-25 years,75.456,6,,,75456000.0
2015,13,Basel-Landschaft,Y21T25,21-25 years,78.7,6,,,78700000.0
2016,13,Basel-Landschaft,Y21T25,21-25 years,77.882,6,,,77882000.0
2017,13,Basel-Landschaft,Y21T25,21-25 years,79.677,6,,,79677000.0
2018,13,Basel-Landschaft,Y21T25,21-25 years,83.677,6,,,83677000.0
2019,13,Basel-Landschaft,Y21T25,21-25 years,83.319,6,,,83319000.0
2020,13,Basel-Landschaft,Y21T25,21-25 years,83.294,6,,,83294000.0
2021,13,Basel-Landschaft,Y21T25,21-25 years,89.305,6,,,89305000.0
2022,13,Basel-Landschaft,Y21T25,21-25 years,90.938,6,,,90938000.0
2023,13,Basel-Landschaft,Y21T25,21-25 years,91.437,6,,,91437000.0
2024,13,Basel-Landschaft,Y21T25,21-25 years,85.882,6,,,85882000.0
2011,14,Schaffhausen,Y21T25,21-25 years,21.324,6,,,21324000.0
2012,14,Schaffhausen,Y21T25,21-25 years,22.635,6,,,22635000.0
2013,14,Schaffhausen,Y21T25,21-25 years,22.233,6,,,22233000.0
2014,14,Schaffhausen,Y21T25,21-25 years,22.372,6,,,22372000.0
2015,14,Schaffhausen,Y21T25,21-25 years,21.137,6,,,21137000.0
2016,14,Schaffhausen,Y21T25,21-25 years,21.823,6,,,21823000.0
2017,14,Schaffhausen,Y21T25,21-25 years,23.325,6,,,23325000.0
2018,14,Schaffhausen,Y21T25,21-25 years,22.499,6,,,22499000.0
2019,14,Schaffhausen,Y21T25,21-25 years,22.459,6,,,22459000.0
2020,14,Schaffhausen,Y21T25,21-25 years,24.762,6,,,24762000.0
2021,14,Schaffhausen,Y21T25,21-25 years,28.109,6,,,28109000.0
2022,14,Schaffhausen,Y21T25,21-25 years,23.482,6,,,23482000.0
2023,14,Schaffhausen,Y21T25,21-25 years,25.38,6,,,25380000.0
2024,14,Schaffhausen,Y21T25,21-25 years,26.082,6,,,26082000.0
2011,15,Appenzell Ausserrhoden,Y21T25,21-25 years,12.834,6,,,12834000.0
2012,15,Appenzell Ausserrhoden,Y21T25,21-25 years,14.343,6,,,14343000.0
2013,15,Appenzell Ausserrhoden,Y21T25,21-25 years,15.144,6,,,15144000.0
2014,15,Appenzell Ausserrhoden,Y21T25,21-25 years,15.899,6,,,15899000.0
2015,15,Appenzell Ausserrhoden,Y21T25,21-25 years,17.2,6,,,17200000.0
2016,15,Appenzell Ausserrhoden,Y21T25,21-25 years,19.693,6,,,19693000.0
2017,15,Appenzell Ausserrhoden,Y21T25,21-25 years,16.172,6,,,16172000.0
2018,15,Appenzell Ausserrhoden,Y21T25,21-25 years,14.611,6,,,14611000.0
2019,15,Appenzell Ausserrhoden,Y21T25,21-25 years,15.388,6,,,15388000.0
2020,15,Appenzell Ausserrhoden,Y21T25,21-25 years,14.45,6,,,14450000.0
2021,15,Appenzell Ausserrhoden,Y21T25,21-25 years,15.906,6,,,15906000.0
2022,15,Appenzell Ausserrhoden,Y21T25,21-25 years,15.255,6,,,15255000.0
2023,15,Appenzell Ausserrhoden,Y21T25,21-25 years,15.927,6,,,15927000.0
2024,15,Appenzell Ausserrhoden,Y21T25,21-25 years,16.211,6,,,16210999.999999998
2011,16,Appenzell Innerrhoden,Y21T25,21-25 years,3.052,6,,,3052000.0
2012,16,Appenzell Innerrhoden,Y21T25,21-25 years,3.239,6,,,3239000.0
2013,16,Appenzell Innerrhoden,Y21T25,21-25 years,3.29,6,,,3290000.0
2014,16,Appenzell Innerrhoden,Y21T25,21-25 years,3.479,6,,,3479000.0
2015,16,Appenzell Innerrhoden,Y21T25,21-25 years,3.295,6,,,3295000.0
2016,16,Appenzell Innerrhoden,Y21T25,21-25 years,3.616,6,,,3616000.0
2017,16,Appenzell Innerrhoden,Y21T25,21-25 years,3.588,6,,,3588000.0
2018,16,Appenzell Innerrhoden,Y21T25,21-25 years,2.906,6,,,2906000.0
2019,16,Appenzell Innerrhoden,Y21T25,21-25 years,2.88,6,,,2880000.0
2020,16,Appenzell Innerrhoden,Y21T25,21-25 years,2.355,6,,,2355000.0
2021,16,Appenzell Innerrhoden,Y21T25,21-25 years,3.088,6,,,3088000.0
2022,16,Appenzell Innerrhoden,Y21T25,21-25 years,3.006,6,,,3006000.0
2023,16,Appenzell Innerrhoden,Y21T25,21-25 years,2.42,6,,,2420000.0
2024,16,Appenzell Innerrhoden,Y21T25,21-25 years,2.447,6,,,2447000.0
2011,17,St. Gallen,Y21T25,21-25 years,123.077,6,,,123077000.0
2012,17,St. Gallen,Y21T25,21-25 years,128.11,6,,,128110000.00000001
2013,17,St. Gallen,Y21T25,21-25 years,136.822,6,,,136822000.0
2014,17,St. Gallen,Y21T25,21-25 years,138.58,6,,,138580000.0
2015,17,St. Gallen,Y21T25,21-25 years,140.017,6,,,140017000.0
2016,17,St. Gallen,Y21T25,21-25 years,145.921,6,,,145921000.0
2017,17,St. Gallen,Y21T25,21-25 years,143.343,6,,,143343000.0
2018,17,St. Gallen,Y21T25,21-25 years,141.023,6,,,141023000.0
2019,17,St. Gallen,Y21T25,21-25 years,143.061,6,,,143061000.0
2020,17,St. Gallen,Y21T25,21-25 years,148.174,6,,,148174000.0
2021,17,St. Gallen,Y21T25,21-25 years,158.36,6,,,158360000.0
2022,17,St. Gallen,Y21T25,21-25 years,164.29,6,,,164290000.0
2023,17,St. Gallen,Y21T25,21-25 years,154.279,6,,,154279000.0
2024,17,St. Gallen,Y21T25,21-25 years,153.583,6,,,153583000.0
2011,18,Graubünden,Y21T25,21-25 years,44.064,6,,,44064000.0
2012,18,Graubünden,Y21T25,21-25 years,44.111,6,,,44111000.0
2013,18,Graubünden,Y21T25,21-25 years,46.695,6,,,46695000.0
2014,18,Graubünden,Y21T25,21-25 years,47.121,6,,,47121000.0
2015,18,Graubünden,Y21T25,21-25 years,48.184,6,,,48184000.0
2016,18,Graubünden,Y21T25,21-25 years,49.1,6,,,49100000.0
2017,18,Graubünden,Y21T25,21-25 years,49.603,6,,,49603000.0
2018,18,Graubünden,Y21T25,21-25 years,48.662,6,,,48662000.0
2019,18,Graubünden,Y21T25,21-25 years,49.946,6,,,49946000.0
2020,18,Graubünden,Y21T25,21-25 years,50.708,6,,,50708000.0
2021,18,Graubünden,Y21T25,21-25 years,56.761,6,,,56761000.0
2022,18,Graubünden,Y21T25,21-25 years,56.93,6,,,56930000.0
2023,18,Graubünden,Y21T25,21-25 years,56.982,6,,,56982000.0
2024,18,Graubünden,Y21T25,21-25 years,53.324,6,,,53324000.0
2011,19,Aargau,Y21T25,21-25 years,160.002,6,,,160002000.0
2012,19,Aargau,Y21T25,21-25 years,170.009,6,,,170009000.0
2013,19,Aargau,Y21T25,21-25 years,172.924,6,,,172924000.0
2014,19,Aargau,Y21T25,21-25 years,182.888,6,,,182888000.0
2015,19,Aargau,Y21T25,21-25 years,172.657,6,,,172657000.0
2016,19,Aargau,Y21T25,21-25 years,175.054,6,,,175054000.0
2017,19,Aargau,Y21T25,21-25 years,181.634,6,,,181634000.0
2018,19,Aargau,Y21T25,21-25 years,177.278,6,,,177278000.0
2019,19,Aargau,Y21T25,21-25 years,178.902,6,,,178902000.0
2020,19,Aargau,Y21T25,21-25 years,184.964,6,,,184964000.0
2021,19,Aargau,Y21T25,21-25 years,203.027,6,,,203027000.0
2022,19,Aargau,Y21T25,21-25 years,213.093,6,,,213093000.0
2023,19,Aargau,Y21T25,21-25 years,209.929,6,,,209929000.0
2024,19,Aargau,Y21T25,21-25 years,208.318,6,,,208318000.0
2011,20,Thurgau,Y21T25,21-25 years,73.997,6,,,73997000.0
2012,20,Thurgau,Y21T25,21-25 years,76.228,6,,,76228000.0
2013,20,Thurgau,Y21T25,21-25 years,80.955,6,,,80955000.0
2014,20,Thurgau,Y21T25,21-25 years,81.395,6,,,81395000.0
2015,20,Thurgau,Y21T25,21-25 years,83.223,6,,,83223000.0
2016,20,Thurgau,Y21T25,21-25 years,85.59,6,,,85590000.0
2017,20,Thurgau,Y21T25,21-25 years,86.74,6,,,86740000.0
