year,canton_label,cantons,age_label,age,cost_raw,mult,cost_status_label,cost_status,costs_chf
2024,5,Schwyz,Y81T85,81-85 years,138.875,6,,,138875000.0
2011,6,Obwalden,Y81T85,81-85 years,20.556,6,,,20556000.0
2012,6,Obwalden,Y81T85,81-85 years,21.956,6,,,21956000.0
2013,6,Obwalden,Y81T85,81-85 years,21.438,6,,,21438000.0
2014,6,Obwalden,Y81T85,81-85 years,23.946,6,,,23946000.0
2015,6,Obwalden,Y81T85,81-85 years,24.172,6,,,24172000.0
2016,6,Obwalden,Y81T85,81-85 years,24.353,6,,,24353000.0
2017,6,Obwalden,Y81T85,81-85 years,24.34,6,,,24340000.0
2018,6,Obwalden,Y81T85,81-85 years,25.726,6,,,25726000.0
2019,6,Obwalden,Y81T85,81-85 years,25.532,6,,,25532000.0
2020,6,Obwalden,Y81T85,81-85 years,24.658,6,,,24658000.0
2021,6,Obwalden,Y81T85,81-85 years,25.071,6,,,25071000.0
2022,6,Obwalden,Y81T85,81-85 years,26.135,6,,,26135000.0
2023,6,Obwalden,Y81T85,81-85 years,27.334,6,,,27334000.0
2024,6,Obwalden,Y81T85,81-85 years,28.565,6,,,28565000.0
2011,7,Nidwalden,Y81T85,81-85 years,20.904,6,,,20904000.0
2012,7,Nidwalden,Y81T85,81-85 years,20.83,6,,,20830000.0
2013,7,Nidwalden,Y81T85,81-85 years,20.908,6,,,20908000.0
2014,7,Nidwalden,Y81T85,81-85 years,21.373,6,,,21373000.0
2015,7,Nidwalden,Y81T85,81-85 years,21.728,6,,,21728000.0
2016,7,Nidwalden,Y81T85,81-85 years,22.248,6,,,22248000.0
2017,7,Nidwalden,Y81T85,81-85 years,23.933,6,,,23933000.0
2018,7,Nidwalden,Y81T85,81-85 years,25.167,6,,,25167000.0
2019,7,Nidwalden,Y81T85,81-85 years,28.285,6,,,28285000.0
2020,7,Nidwalden,Y81T85,81-85 years,27.745,6,,,27745000.0
2021,7,Nidwalden,Y81T85,81-85 years,28.26,6,,,28260000.0
2022,7,Nidwalden,Y81T85,81-85 years,30.169,6,,,30169000.0
2023,7,Nidwalden,Y81T85,81-85 years,30.953,6,,,30953000.0
2024,7,Nidwalden,Y81T85,81-85 years,36.159,6,,,36159000.0
2011,8,Glarus,Y81T85,81-85 years,29.031,6,,,29031000.0
2012,8,Glarus,Y81T85,81-85 years,31.444,6,,,31444000.0
2013,8,Glarus,Y81T85,81-85 years,31.805,6,,,31805000.0
2014,8,Glarus,Y81T85,81-85 years,34.222,6,,,34222000.0
2015,8,Glarus,Y81T85,81-85 years,33.561,6,,,33561000.0
2016,8,Glarus,Y81T85,81-85 years,32.625,6,,,32625000.0
2017,8,Glarus,Y81T85,81-85 years,32.095,6,,,32095000.0
2018,8,Glarus,Y81T85,81-85 years,30.37,6,,,30370000.0
2019,8,Glarus,Y81T85,81-85 years,28.097,6,,,28097000.0
2020,8,Glarus,Y81T85,81-85 years,50.617,6,,,50617000.0
2021,8,Glarus,Y81T85,81-85 years,31.016,6,,,31016000.0
2022,8,Glarus,Y81T85,81-85 years,38.707,6,,,38707000.0
2023,8,Glarus,Y81T85,81-85 years,40.021,6,,,40021000.0
2024,8,Glarus,Y81T85,81-85 years,45.856,6,,,45856000.0
2011,9,Zug,Y81T85,81-85 years,56.224,6,,,56224000.0
2012,9,Zug,Y81T85,81-85 years,59.73,6,,,59730000.0
2013,9,Zug,Y81T85,81-85 years,65.271,6,,,65271000.0
2014,9,Zug,Y81T85,81-85 years,66.283,6,,,66283000.0
2015,9,Zug,Y81T85,81-85 years,68.576,6,,,68576000.0
2016,9,Zug,Y81T85,81-85 years,70.309,6,,,70309000.0
2017,9,Zug,Y81T85,81-85 years,69.646,6,,,69646000.0
2018,9,Zug,Y81T85,81-85 years,76.727,6,,,76727000.0
2019,9,Zug,Y81T85,81-85 years,76.214,6,,,76214000.0
2020,9,Zug,Y81T85,81-85 years,83.233,6,,,83233000.0
2021,9,Zug,Y81T85,81-85 years,85.979,6,,,85979000.0
2022,9,Zug,Y81T85,81-85 years,94.764,6,,,94764000.0
2023,9,Zug,Y81T85,81-85 years,98.471,6,,,98471000.0
2024,9,Zug,Y81T85,81-85 years,106.46,6,,,106460000.0
2011,10,Fribourg,Y81T85,81-85 years,156.849,6,,,156849000.0
2012,10,Fribourg,Y81T85,81-85 years,162.244,6,,,162244000.0
2013,10,Fribourg,Y81T85,81-85 years,169.877,6,,,169877000.0
2014,10,Fribourg,Y81T85,81-85 years,171.417,6,,,171417000.0
2015,10,Fribourg,Y81T85,81-85 years,176.386,6,,,176386000.0
2016,10,Fribourg,Y81T85,81-85 years,179.711,6,,,179711000.0
2017,10,Fribourg,Y81T85,81-85 years,188.165,6,,,188165000.0
2018,10,Fribourg,Y81T85,81-85 years,186.469,6,,,186469000.0
2019,10,Fribourg,Y81T85,81-85 years,196.768,6,,,196768000.0
2020,10,Fribourg,Y81T85,81-85 years,195.202,6,,,195202000.0
2021,10,Fribourg,Y81T85,81-85 years,199.089,6,,,199089000.0
2022,10,Fribourg,Y81T85,81-85 years,213.199,6,,,213199000.0
2023,10,Fribourg,Y81T85,81-85 years,230.489,6,,,230489000.0
2024,10,Fribourg,Y81T85,81-85 years,269.981,6,,,269981000.0
2011,11,Solothurn,Y81T85,81-85 years,157.564,6,,,157564000.0
2012,11,Solothurn,Y81T85,81-85 years,168.975,6,,,168975000.0
2013,11,Solothurn,Y81T85,81-85 years,176.039,6,,,176039000.0
2014,11,Solothurn,Y81T85,81-85 years,186.49,6,,,186490000.0
2015,11,Solothurn,Y81T85,81-85 years,191.951,6,,,191951000.0
2016,11,Solothurn,Y81T85,81-85 years,191.792,6,,,191792000.0
2017,11,Solothurn,Y81T85,81-85 years,196.517,6,,,196517000.0
2018,11,Solothurn,Y81T85,81-85 years,201.362,6,,,201362000.0
2019,11,Solothurn,Y81T85,81-85 years,202.954,6,,,202954000.0
2020,11,Solothurn,Y81T85,81-85 years,204.651,6,,,204651000.0
2021,11,Solothurn,Y81T85,81-85 years,202.888,6,,,202888000.0
2022,11,Solothurn,Y81T85,81-85 years,211.775,6,,,211775000.0
2023,11,Solothurn,Y81T85,81-85 years,230.361,6,,,230361000.0
2024,11,Solothurn,Y81T85,81-85 years,265.333,6,,,265333000.00000003
2011,12,Basel-Stadt,Y81T85,81-85 years,204.904,6,,,204904000.0
2012,12,Basel-Stadt,Y81T85,81-85 years,209.593,6,,,209593000.0
2013,12,Basel-Stadt,Y81T85,81-85 years,208.302,6,,,208302000.0
2014,12,Basel-Stadt,Y81T85,81-85 years,210.991,6,,,210991000.0
2015,12,Basel-Stadt,Y81T85,81-85 years,217.076,6,,,217076000.0
2016,12,Basel-Stadt,Y81T85,81-85 years,218.865,6,,,218865000.0
2017,12,Basel-Stadt,Y81T85,81-85 years,218.245,6,,,218245000.0
2018,12,Basel-Stadt,Y81T85,81-85 years,215.209,6,,,215209000.0
2019,12,Basel-Stadt,Y81T85,81-85 years,217.378,6,,,217378000.0
2020,12,Basel-Stadt,Y81T85,81-85 years,211.576,6,,,211576000.0
2021,12,Basel-Stadt,Y81T85,81-85 years,215.98,6,,,215980000.0
2022,12,Basel-Stadt,Y81T85,81-85 years,235.125,6,,,235125000.0
2023,12,Basel-Stadt,Y81T85,81-85 years,220.424,6,,,220424000.0
2024,12,Basel-Stadt,Y81T85,81-85 years,245.937,6,,,245937000.0
2011,13,Basel-Landschaft,Y81T85,81-85 years,206.521,6,,,206521000.0
2012,13,Basel-Landschaft,Y81T85,81-85 years,219.883,6,,,219883000.0
2013,13,Basel-Landschaft,Y81T85,81-85 years,235.342,6,,,235342000.0
2014,13,Basel-Landschaft,Y81T85,81-85 years,235.936,6,,,235936000.0
2015,13,Basel-Landschaft,Y81T85,81-85 years,251.967,6,,,251967000.0
2016,13,Basel-Landschaft,Y81T85,81-85 years,255.186,6,,,255186000.0
2017,13,Basel-Landschaft,Y81T85,81-85 years,261.922,6,,,261922000.00000003
2018,13,Basel-Landschaft,Y81T85,81-85 years,271.045,6,,,271045000.0
2019,13,Basel-Landschaft,Y81T85,81-85 years,286.235,6,,,286235000.0
2020,13,Basel-Landschaft,Y81T85,81-85 years,270.874,6,,,270874000.0
2021,13,Basel-Landschaft,Y81T85,81-85 years,290.874,6,,,290874000.0
2022,13,Basel-Landschaft,Y81T85,81-85 years,315.571,6,,,315571000.0
2023,13,Basel-Landschaft,Y81T85,81-85 years,321.862,6,,,321862000.0
2024,13,Basel-Landschaft,Y81T85,81-85 years,357.61,6,,,357610000.0
2011,14,Schaffhausen,Y81T85,81-85 years,62.479,6,,,62479000.0
2012,14,Schaffhausen,Y81T85,81-85 years,65.695,6,,,65694999.99999999
2013,14,Schaffhausen,Y81T85,81-85 years,68.171,6,,,68171000.0
2014,14,Schaffhausen,Y81T85,81-85 years,67.452,6,,,67452000.0
2015,14,Schaffhausen,Y81T85,81-85 years,68.65,6,,,68650000.0
2016,14,Schaffhausen,Y81T85,81-85 years,64.045,6,,,64045000.0
2017,14,Schaffhausen,Y81T85,81-85 years,63.795,6,,,63795000.0
2018,14,Schaffhausen,Y81T85,81-85 years,65.361,6,,,65361000.00000001
2019,14,Schaffhausen,Y81T85,81-85 years,70.715,6,,,70715000.0
2020,14,Schaffhausen,Y81T85,81-85 years,71.041,6,,,71041000.0
2021,14,Schaffhausen,Y81T85,81-85 years,77.545,6,,,77545000.0
2022,14,Schaffhausen,Y81T85,81-85 years,83.408,6,,,83408000.0
2023,14,Schaffhausen,Y81T85,81-85 years,90.629,6,,,90629000.0
2024,14,Schaffhausen,Y81T85,81-85 years,87.936,6,,,87936000.0
2011,15,Appenzell Ausserrhoden,Y81T85,81-85 years,31.839,6,,,31839000.0
2012,15,Appenzell Ausserrhoden,Y81T85,81-85 years,36.065,6,,,36065000.0
2013,15,Appenzell Ausserrhoden,Y81T85,81-85 years,38.566,6,,,38566000.0
2014,15,Appenzell Ausserrhoden,Y81T85,81-85 years,37.368,6,,,37368000.0
2015,15,Appenzell Ausserrhoden,Y81T85,81-85 years,39.196,6,,,39196000.0
2016,15,Appenzell Ausserrhoden,Y81T85,81-85 years,40.428,6,,,40428000.0
2017,15,Appenzell Ausserrhoden,Y81T85,81-85 years,38.74,6,,,38740000.0
2018,15,Appenzell Ausserrhoden,Y81T85,81-85 years,41.967,6,,,41967000.0
2019,15,Appenzell Ausserrhoden,Y81T85,81-85 years,39.633,6,,,39633000.0
2020,15,Appenzell Ausserrhoden,Y81T85,81-85 years,38.644,6,,,38644000.0
2021,15,Appenzell Ausserrhoden,Y81T85,81-85 years,38.229,6,,,38229000.0
2022,15,Appenzell Ausserrhoden,Y81T85,81-85 years,40.662,6,,,40662000.0
2023,15,Appenzell Ausserrhoden,Y81T85,81-85 years,44.119,6,,,44119000.0
2024,15,Appenzell Ausserrhoden,Y81T85,81-85 years,47.267,6,,,47267000.0
2011,16,Appenzell Innerrhoden,Y81T85,81-85 years,8.409,6,,,8409000.0
2012,16,Appenzell Innerrhoden,Y81T85,81-85 years,10.574,6,,,10574000.0
2013,16,Appenzell Innerrhoden,Y81T85,81-85 years,11.05,6,,,11050000.0
2014,16,Appenzell Innerrhoden,Y81T85,81-85 years,11.859,6,,,11859000.0
2015,16,Appenzell Innerrhoden,Y81T85,81-85 years,11.635,6,,,11635000.0
2016,16,Appenzell Innerrhoden,Y81T85,81-85 years,11.722,6,,,11722000.0
2017,16,Appenzell Innerrhoden,Y81T85,81-85 years,11.185,6,,,11185000.0
2018,16,Appenzell Innerrhoden,Y81T85,81-85 years,11.733,6,,,11733000.0
2019,16,Appenzell Innerrhoden,Y81T85,81-85 years,11.331,6,,,11331000.0
2020,16,Appenzell Innerrhoden,Y81T85,81-85 years,12.45,6,,,12450000.0
2021,16,Appenzell Innerrhoden,Y81T85,81-85 years,14.333,6,,,14333000.0
2022,16,Appenzell Innerrhoden,Y81T85,81-85 years,15.968,6,,,15968000.0
2023,16,Appenzell Innerrhoden,Y81T85,81-85 years,15.762,6,,,15762000.0
2024,16,Appenzell Innerrhoden,Y81T85,81-85 years,14.98,6,,,14980000.0
2011,17,St. Gallen,Y81T85,81-85 years,280.54,6,,,280540000.0
2012,17,St. Gallen,Y81T85,81-85 years,297.614,6,,,297614000.0
2013,17,St. Gallen,Y81T85,81-85 years,311.953,6,,,311953000.0
2014,17,St. Gallen,Y81T85,81-85 years,325.775,6,,,325775000.0
2015,17,St. Gallen,Y81T85,81-85 years,336.428,6,,,336428000.0
2016,17,St. Gallen,Y81T85,81-85 years,348.291,6,,,348291000.0
2017,17,St. Gallen,Y81T85,81-85 years,353.515,6,,,353515000.0
2018,17,St. Gallen,Y81T85,81-85 years,351.716,6,,,351716000.0
2019,17,St. Gallen,Y81T85,81-85 years,364.095,6,,,364095000.0
2020,17,St. Gallen,Y81T85,81-85 years,376.39,6,,,376390000.0
2021,17,St. Gallen,Y81T85,81-85 years,379.287,6,,,379287000.0
2022,17,St. Gallen,Y81T85,81-85 years,395.518,6,,,395518000.0
2023,17,St. Gallen,Y81T85,81-85 years,425.206,6,,,425206000.0
2024,17,St. Gallen,Y81T85,81-85 years,454.484,6,,,454484000.0
2011,18,Graubünden,Y81T85,81-85 years,135.846,6,,,135846000.0
2012,18,Graubünden,Y81T85,81-85 years,137.805,6,,,137805000.0
2013,18,Graubünden,Y81T85,81-85 years,139.827,6,,,139827000.0
2014,18,Graubünden,Y81T85,81-85 years,146.196,6,,,146196000.0
2015,18,Graubünden,Y81T85,81-85 years,149.592,6,,,149592000.0
2016,18,Graubünden,Y81T85,81-85 years,146.99,6,,,146990000.0
2017,18,Graubünden,Y81T85,81-85 years,149.517,6,,,149517000.0
2018,18,Graubünden,Y81T85,81-85 years,149.673,6,,,149673000.0
2019,18,Graubünden,Y81T85,81-85 years,151.424,6,,,151424000.0
2020,18,Graubünden,Y81T85,81-85 years,148.888,6,,,148888000.0
2021,18,Graubünden,Y81T85,81-85 years,157.397,6,,,157397000.0
2022,18,Graubünden,Y81T85,81-85 years,176.452,6,,,176452000.0
2023,18,Graubünden,Y81T85,81-85 years,195.315,6,,,195315000.0
2024,18,Graubünden,Y81T85,81-85 years,196.608,6,,,196608000.0
2011,19,Aargau,Y81T85,81-85 years,354.417,6,,,354417000.0
2012,19,Aargau,Y81T85,81-85 years,375.713,6,,,375713000.0
2013,19,Aargau,Y81T85,81-85 years,382.732,6,,,382732000.0
2014,19,Aargau,Y81T85,81-85 years,395.953,6,,,395953000.0
2015,19,Aargau,Y81T85,81-85 years,407.975,6,,,407975000.0
2016,19,Aargau,Y81T85,81-85 years,413.441,6,,,413441000.0
2017,19,Aargau,Y81T85,81-85 years,414.962,6,,,414962000.0
2018,19,Aargau,Y81T85,81-85 years,417.645,6,,,417645000.0
2019,19,Aargau,Y81T85,81-85 years,440.087,6,,,440087000.0
2020,19,Aargau,Y81T85,81-85 years,449.455,6,,,449455000.0
2021,19,Aargau,Y81T85,81-85 years,462.814,6,,,462814000.0
2022,19,Aargau,Y81T85,81-85 years,488.922,6,,,488922000.0
2023,19,Aargau,Y81T85,81-85 years,527.801,6,,,527801000.00000006
2024,19,Aargau,Y81T85,81-85 years,587.466,6,,,587466000.0
2011,20,Thurgau,Y81T85,81-85 years,141.996,6,,,141996000.0
2012,20,Thurgau,Y81T85,81-85 years,148.442,6,,,148442000.0
2013,20,Thurgau,Y81T85,81-85 years,152.224,6,,,152224000.0
2014,20,Thurgau,Y81T85,81-85 years,154.035,6,,,154035000.0
2015,20,Thurgau,Y81T85,81-85 years,158.834,6,,,158834000.0
2016,20,Thurgau,Y81T85,81-85 years,160.729,6,,,160729000.0
2017,20,Thurgau,Y81T85,81-85 years,170.055,6,,,170055000.0
2018,20,Thurgau,Y81T85,81-85 years,185.137,6,,,185137000.0
2019,20,Thurgau,Y81T85,81-85 years,187.122,6,,,187122000.0
2020,20,Thurgau,Y81T85,81-85 years,184.509,6,,,184509000.0
2021,20,Thurgau,Y81T85,81-85 years,193.552,6,,,193552000.0
2022,20,Thurgau,Y81T85,81-85 years,204.57,6,,,204570000.0
2023,20,Thurgau,Y81T85,81-85 years,224.005,6,,,224005000.0
2024,20,Thurgau,Y81T85,81-85 years,236.8,6,,,236800000.0
2011,21,Ticino,Y81T85,81-85 years,274.791,6,,,274791000.0
2012,21,Ticino,Y81T85,81-85 years,291.253,6,,,291253000.0
2013,21,Ticino,Y81T85,81-85 years,299.025,6,,,299025000.0
2014,21,Ticino,Y81T85,81-85 years,316.426,6,,,316426000.0
2015,21,Ticino,Y81T85,81-85 years,325.296,6,,,325296000.0
2016,21,Ticino,Y81T85,81-85 years,338.115,6,,,338115000.0
2017,21,Ticino,Y81T85,81-85 years,356.313,6,,,356313000.0
2018,21,Ticino,Y81T85,81-85 years,368.543,6,,,368543000.0
2019,21,Ticino,Y81T85,81-85 years,383.011,6,,,383011000.0
2020,21,Ticino,Y81T85,81-85 years,390.104,6,,,390104000.0
2021,21,Ticino,Y81T85,81-85 years,405.567,6,,,405567000.0
2022,21,Ticino,Y81T85,81-85 years,440.628,6,,,440628000.0
2023,21,Ticino,Y81T85,81-85 years,461.235,6,,,461235000.0
2024,21,Ticino,Y81T85,81-85 years,484.547,6,,,484547000.0
2011,22,Vaud,Y81T85,81-85 years,473.235,6,,,473235000.0
2012,22,Vaud,Y81T85,81-85 years,496.105,6,,,496105000.0
